i,X1,Y1,X2,Y2,X3,Y3,DC1,DC2,DC3
637,-0.0000000577,-0.0000024536,0.0000000100,-0.0000004510,-0.0000003696,0.0000016172,0.3770693108,0.0093638345,0.4920586978
638,0.0000003844,-0.0000005231,0.0000000242,-0.0000003168,-0.0000005036,0.0000008071,0.3774263801,0.0094170105,0.4915393024
639,-0.0000012247,-0.0000020409,-0.0000000984,-0.0000005312,-0.0000002457,0.0000023017,0.3766222226,0.0093016208,0.4926044530
640,-0.0000011009,-0.0000009072,-0.0000000507,-0.0000002317,0.0000010059,0.0000002647,0.3754146955,0.0091422803,0.4941234809
641,0.0000020642,0.0000005614,0.0000003120,-0.0000001349,-0.0000024442,-0.0000001824,0.3746269465,0.0090441097,0.4950606512
642,0.0000003143,-0.0000012103,0.0000001263,-0.0000003571,-0.0000001205,0.0000022142,0.3742271150,0.0089919399,0.4955502810
643,0.0000008567,-0.0000011108,0.0000000921,-0.0000003145,-0.0000006401,0.0000009000,0.3742263586,0.0089949337,0.4955826401
644,0.0000032189,-0.0000013337,0.0000003906,-0.0000003574,-0.0000039798,0.0000016914,0.3749196567,0.0090702414,0.4946992017
645,-0.0000007095,0.0000017801,-0.0000000595,0.0000000424,0.0000007682,-0.0000022585,0.3762998332,0.0092519449,0.4929803697
646,0.0000007294,-0.0000009203,0.0000001145,-0.0000003786,-0.0000013399,0.0000007146,0.3777078949,0.0094497861,0.4912005629
647,0.0000002182,-0.0000009266,0.0000000949,-0.0000003883,-0.0000005677,0.0000004370,0.3785845377,0.0095721197,0.4900634636
648,0.0000008544,-0.0000007436,0.0000001234,-0.0000002909,-0.0000004964,0.0000000156,0.3791238640,0.0096453648,0.4894257494
649,-0.0000000015,-0.0000006719,0.0000000806,-0.0000002677,-0.0000012112,-0.0000005736,0.3796968388,0.0097209850,0.4887050563
650,-0.0000000202,-0.0000014051,-0.0000000620,-0.0000003651,-0.0000000129,0.0000022078,0.3805251184,0.0098367872,0.4876153083
651,-0.0000003840,-0.0000011278,-0.0000000261,-0.0000003645,-0.0000009589,0.0000011535,0.3815462629,0.0099762274,0.4863800193
652,-0.0000005292,-0.0000007406,0.0000000019,-0.0000003195,0.0000014074,0.0000014227,0.3824712125,0.0101011173,0.4852128231
653,0.0000001207,0.0000003688,0.0000000896,-0.0000001376,-0.0000006037,0.0000004649,0.3829714083,0.0101741311,0.4845607166
654,0.0000002521,-0.0000019309,0.0000001180,-0.0000004890,0.0000006202,0.0000024941,0.3829871980,0.0101734249,0.4845648600
655,-0.0000002489,-0.0000006127,0.0000000157,-0.0000003257,0.0000010497,0.0000016357,0.3830749479,0.0101820313,0.4844681701
656,-0.0000015459,-0.0000003874,-0.0000000923,-0.0000002496,0.0000003988,0.0000008800,0.3833517058,0.0102195445,0.4841609149
657,0.0000001652,-0.0000013546,0.0000000370,-0.0000004330,-0.0000015519,0.0000022542,0.3834284917,0.0102385324,0.4840613816
658,0.0000008657,-0.0000009357,0.0000002174,-0.0000003770,0.0000001459,0.0000020604,0.3831853886,0.0102062943,0.4843850164
659,-0.0000002363,-0.0000006444,0.0000000823,-0.0000003075,0.0000002326,0.0000005535,0.3830086260,0.0101779625,0.4846248662
660,0.0000002345,-0.0000002549,0.0000001440,-0.0000002451,-0.0000011274,0.0000011538,0.3818678084,0.0100191157,0.4860468043
661,-0.0000019859,-0.0000014989,-0.0000001868,-0.0000003525,0.0000026044,0.0000008573,0.3799043869,0.0097462168,0.4884933286
662,0.0000015171,0.0000009956,0.0000001823,-0.0000000463,-0.0000002669,-0.0000016688,0.3799251711,0.0097492106,0.4884918225
663,0.0000013325,-0.0000009393,0.0000002589,-0.0000003459,-0.0000023501,0.0000001406,0.3813003469,0.0099434643,0.4868208105
664,0.0000009907,-0.0000009492,0.0000002130,-0.0000003249,-0.0000013498,0.0000009535,0.3824556166,0.0100994297,0.4853699004
665,0.0000009008,-0.0000009821,0.0000002240,-0.0000003893,-0.0000003561,0.0000021020,0.3828817456,0.0101539745,0.4848024413
666,0.0000017964,-0.0000006663,0.0000002740,-0.0000002367,-0.0000048747,0.0000006768,0.3829910736,0.0101778437,0.4846474138
667,-0.0000006690,-0.0000032830,-0.0000001507,-0.0000006430,0.0000010177,0.0000021838,0.3831768248,0.0102016942,0.4843801669
668,0.0000007375,-0.0000012543,0.0000001461,-0.0000003797,0.0000007121,0.0000015913,0.3838892319,0.0103010961,0.4835333933
669,0.0000004498,-0.0000000133,0.0000001529,-0.0000002735,0.0000014479,0.0000000073,0.3846950896,0.0104186671,0.4824890093
670,-0.0000010205,-0.0000005606,-0.0000000769,-0.0000003878,0.0000012034,0.0000010504,0.3849139706,0.0104594241,0.4822406479
671,0.0000006549,0.0000005644,0.0000001185,-0.0000001376,-0.0000010254,-0.0000013666,0.3847934411,0.0104420550,0.4823602853
672,-0.0000004205,-0.0000006305,-0.0000001271,-0.0000003258,0.0000014019,0.0000008176,0.3834902567,0.0102439575,0.4840137179
673,-0.0000000316,0.0000005764,0.0000001059,-0.0000002145,-0.0000000851,-0.0000011425,0.3807099759,0.0098549563,0.4874740856
674,-0.0000008660,-0.0000004778,-0.0000000785,-0.0000002700,-0.0000003255,0.0000012143,0.3780261149,0.0094867493,0.4908352888
675,0.0000009492,0.0000000737,0.0000001308,-0.0000003507,-0.0000010597,0.0000000625,0.3761035429,0.0092224255,0.4933392508
676,-0.0000005925,0.0000010945,-0.0000000149,-0.0000001536,-0.0000007404,-0.0000003613,0.3745966297,0.0090344782,0.4952208469
677,0.0000009441,0.0000002075,0.0000001690,-0.0000002542,0.0000000147,-0.0000002322,0.3733069473,0.0088805253,0.4967502613
678,0.0000185616,-0.0000037284,0.0000022602,-0.0000007827,-0.0000227202,0.0000037142,0.3718666686,0.0087078783,0.4984640625
679,0.0000023403,-0.0000012345,0.0000002147,-0.0000004390,-0.0000030016,0.0000015857,0.3703073667,0.0085295624,0.5003171304
680,-0.0000001503,-0.0000049875,-0.0000000526,-0.0000007437,0.0000014260,0.0000060938,0.3687837762,0.0083671718,0.5021785286
681,0.0000001683,-0.0000010139,0.0000000541,-0.0000002983,-0.0000011999,0.0000013745,0.3672095285,0.0081951810,0.5041552835
682,0.0000009002,-0.0000007746,0.0000001356,-0.0000003470,-0.0000000837,0.0000001514,0.3645889890,0.0079054130,0.5073910749
683,-0.0000003270,-0.0000000875,0.0000000260,-0.0000002643,0.0000007854,-0.0000004681,0.3627782454,0.0077173094,0.5096087420
684,-0.0000001403,0.0000004855,0.0000000464,-0.0000001858,0.0000003962,-0.0000008065,0.3631966671,0.0077545164,0.5091127441
685,0.0000005355,0.0000009102,0.0000000915,-0.0000002175,-0.0000019525,-0.0000000956,0.3642372268,0.0078644560,0.5078304287
686,0.0000018341,0.0000005949,0.0000002061,-0.0000001615,-0.0000022222,-0.0000010921,0.3634991411,0.0077907296,0.5086663847
687,0.0000010887,0.0000007996,0.0000001499,-0.0000000760,-0.0000020488,0.0000000989,0.3628915614,0.0077240595,0.5093874840
688,-0.0000007621,-0.0000006161,-0.0000000555,-0.0000003100,-0.0000010155,-0.0000005103,0.3627268194,0.0077034217,0.5096159787
689,0.0000030224,0.0000011800,0.0000003070,-0.0000001541,-0.0000051681,-0.0000015055,0.3626252237,0.0076911839,0.5098452484
690,-0.0000001070,-0.0000010478,0.0000000011,-0.0000002251,0.0000007411,0.0000015428,0.3622270237,0.0076536770,0.5103791173
691,0.0000008028,0.0000002875,0.0000000924,-0.0000001712,0.0000001327,-0.0000004359,0.3624049363,0.0076721148,0.5101835691
692,0.0000003580,-0.0000000721,0.0000000296,-0.0000001577,-0.0000002087,-0.0000013834,0.3624533119,0.0076820525,0.5101235191
693,0.0000002811,-0.0000014285,-0.0000000020,-0.0000003254,-0.0000009650,-0.0000007991,0.3622370688,0.0076601458,0.5102965385
694,0.0000001663,-0.0000012392,-0.0000000201,-0.0000003222,0.0000004958,0.0000003909,0.3618773305,0.0076220639,0.5108182274
695,0.0000005890,-0.0000010669,0.0000000499,-0.0000003206,-0.0000008238,0.0000009397,0.3607243111,0.0075141868,0.5121711041
696,-0.0000002540,-0.0000008275,0.0000000044,-0.0000003599,0.0000017197,-0.0000008240,0.3594001675,0.0073933720,0.5137298154
697,0.0000014345,-0.0000022663,0.0000001113,-0.0000003658,-0.0000024800,0.0000011005,0.3585140234,0.0073181643,0.5148254066
698,0.0000017411,0.0000017907,0.0000001896,-0.0000000627,-0.0000025125,-0.0000037057,0.3579882366,0.0072760823,0.5154058769
699,0.0000044674,-0.0000022853,0.0000003919,-0.0000004462,-0.0000034853,0.0000026705,0.3573988595,0.0072251001,0.5161474365
700,0.0000017925,-0.0000001974,0.0000002064,-0.0000002708,-0.0000014420,-0.0000017071,0.3569558780,0.0071887931,0.5167619595
701,0.0000007025,-0.0000019663,0.0000001153,-0.0000004003,-0.0000006765,0.0000027848,0.3566854898,0.0071660989,0.5170978679
702,0.0000011421,0.0000004429,0.0000000822,-0.0000001884,0.0000002397,-0.0000004522,0.3565406506,0.0071554675,0.5172265544
703,0.0000045577,0.0000005089,0.0000003778,-0.0000002702,-0.0000052439,0.0000004927,0.3566873838,0.0071687615,0.5170363744
704,0.0000006339,-0.0000016934,0.0000001095,-0.0000003871,-0.0000004522,0.0000017196,0.3568493942,0.0071842868,0.5167987368
705,0.0000004670,-0.0000008703,0.0000001053,-0.0000002288,-0.0000006534,0.0000008682,0.3570935163,0.0072000933,0.5165178476
706,-0.0000001609,-0.0000004657,0.0000000413,-0.0000003405,-0.0000025776,0.0000012171,0.3576302422,0.0072480942,0.5158681721
707,0.0000004016,-0.0000009245,0.0000001606,-0.0000002513,-0.0000006554,-0.0000010284,0.3581629175,0.0072928763,0.5151979425
708,-0.0000019547,0.0000002558,-0.0000000970,-0.0000002818,0.0000043159,-0.0000009517,0.3580338743,0.0072852825,0.5152896016
709,-0.0000018446,-0.0000001366,-0.0000001379,-0.0000002039,0.0000021361,0.0000000954,0.3576092580,0.0072478442,0.5158272514
710,0.0000007649,0.0000009313,0.0000000644,-0.0000001912,0.0000017997,-0.0000041309,0.3576784490,0.0072537944,0.5157374671
711,0.0000023476,-0.0000002656,0.0000001734,-0.0000002358,-0.0000022779,0.0000003875,0.3580926826,0.0072869700,0.5152585423
712,0.0000016056,-0.0000006884,0.0000002273,-0.0000002733,-0.0000027560,0.0000002108,0.3580997023,0.0072869262,0.5152177529
713,-0.0000000810,-0.0000002688,0.0000000303,-0.0000002378,0.0000004023,0.0000015043,0.3575884800,0.0072421941,0.5158469493
714,-0.0000006832,-0.0000005712,-0.0000000857,-0.0000002731,0.0000005671,-0.0000024610,0.3569483270,0.0071888869,0.5166120939
715,0.0000023542,0.0000014060,0.0000002283,-0.0000001405,-0.0000022859,-0.0000018730,0.3559268950,0.0071005477,0.5177364946
716,0.0001136117,0.0001108291,0.0000097630,0.0000084573,-0.0001326506,-0.0001311530,0.3543668118,0.0069836142,0.5195466920
717,0.0000011021,0.0000038030,0.0000001758,0.0000000954,-0.0000006434,-0.0000050436,0.3536621121,0.0069255694,0.5204207127
718,0.0000494489,-0.0000540013,0.0000040596,-0.0000048464,-0.0000591670,0.0000629234,0.4148790542,0.0164157186,0.4426510575
719,0.0000001847,-0.0000013090,0.0000000585,-0.0000004790,-0.0000005235,0.0000006796,0.4318841040,0.0197914391,0.4202863761
720,0.0000000155,-0.0000012382,0.0000001145,-0.0000005261,0.0000006584,0.0000022430,0.4335518900,0.0201944593,0.4179709757
721,-0.0000037276,-0.0000049060,-0.0000008853,-0.0000014243,0.0000052791,0.0000068676,0.4328327633,0.0200146621,0.4189787823
722,0.0000016374,-0.0000014859,0.0000005189,-0.0000006198,-0.0000023825,0.0000011996,0.4308231101,0.0195351530,0.4217647895
723,0.0000114425,0.0000078797,0.0000029296,0.0000017061,-0.0000153367,-0.0000110954,0.4289577274,0.0190853694,0.4242904741
724,0.0000032858,-0.0000012880,0.0000009069,-0.0000005414,-0.0000051016,0.0000019475,0.4295777652,0.0192332660,0.4234345578
725,0.0000059521,-0.0000027523,0.0000015905,-0.0000010140,-0.0000081335,0.0000019016,0.4309067282,0.0195468157,0.4216743240
726,-0.0000008740,0.0000016557,-0.0000002000,0.0000001754,0.0000012996,-0.0000029113,0.4311472810,0.0196006730,0.4214007215
727,0.0000039757,0.0000060210,0.0000011122,0.0000012365,-0.0000066393,-0.0000080905,0.4304110456,0.0194288135,0.4223867929
728,-0.0000007054,-0.0000004579,-0.0000001608,-0.0000003439,0.0000006800,-0.0000010727,0.4295564559,0.0192206408,0.4234662295
729,-0.0000008967,-0.0000009080,-0.0000002733,-0.0000004883,0.0000027734,0.0000015427,0.4294404145,0.0191922277,0.4236355179
730,0.0000005021,-0.0000027259,0.0000002453,-0.0000009024,-0.0000012309,0.0000032647,0.4298017219,0.0192794169,0.4232041132
731,0.0000062471,-0.0000153981,0.0000015069,-0.0000043020,-0.0000079354,0.0000210625,0.4307118006,0.0194899584,0.4219413834
732,0.0000055510,-0.0000023114,0.0000013776,-0.0000008580,-0.0000061504,0.0000026329,0.4316832569,0.0197130814,0.4206392953
733,0.0000033532,0.0000099123,0.0000009228,0.0000023001,-0.0000043609,-0.0000145062,0.4314226012,0.0196612679,0.4210031633
734,-0.0000030827,-0.0000027355,-0.0000008759,-0.0000009812,0.0000050701,0.0000046493,0.4304021506,0.0194220571,0.4223703571
735,0.0000032920,0.0000009913,0.0000008551,0.0000000171,-0.0000045358,-0.0000030688,0.4297909641,0.0192719355,0.4231885086
736,0.0000009041,0.0000019725,0.0000001792,0.0000003382,-0.0000000657,-0.0000028944,0.4285479632,0.0189687797,0.4248793434
737,-0.0000212518,-0.0000663165,-0.0000058775,-0.0000162790,0.0000286788,0.0000892338,0.4274385687,0.0187118561,0.4264108763
738,-0.0000185240,-0.0000123324,-0.0000047108,-0.0000029682,0.0000260866,0.0000163651,0.4270637407,0.0186251419,0.4269193166
739,0.0000021277,-0.0000056857,0.0000005477,-0.0000015482,-0.0000029885,0.0000079493,0.4271079719,0.0186304670,0.4268253202
740,-0.0000049144,-0.0000004421,-0.0000012923,-0.0000001782,0.0000089430,0.0000003403,0.4275612923,0.0187431192,0.4261852687
741,-0.0000051480,0.0000007268,-0.0000012899,0.0000001086,0.0000083630,-0.0000016802,0.4278170035,0.0187971702,0.4258837754
742,-0.0000028046,0.0000018754,-0.0000006326,0.0000002801,0.0000042042,-0.0000021183,0.4275120354,0.0187204437,0.4262961883
743,0.0000004992,-0.0000051815,0.0000001645,-0.0000013698,-0.0000009934,0.0000045260,0.4271961406,0.0186469423,0.4267578148
744,-0.0000010493,0.0000033374,-0.0000001472,0.0000007516,-0.0000005571,-0.0000050274,0.4269316032,0.0185792911,0.4271348814
745,0.0000073038,-0.0000073274,0.0000017582,-0.0000020592,-0.0000099279,0.0000078789,0.4264918722,0.0184765829,0.4277369994
746,-0.0000029433,-0.0000125519,-0.0000007068,-0.0000031318,0.0000025899,0.0000157670,0.4255985771,0.0182702789,0.4289180253
747,-0.0000002110,0.0000016738,0.0000000664,0.0000003229,-0.0000006148,-0.0000018186,0.4253735265,0.0182168404,0.4292532026
748,-0.0000005477,-0.0000002903,-0.0000000564,-0.0000001363,0.0000010892,0.0000015153,0.4250224643,0.0181287637,0.4297231219
749,0.0000037976,0.0000113156,0.0000011933,0.0000025190,-0.0000061104,-0.0000153243,0.4248736558,0.0180931943,0.4299263943
750,0.0000039621,-0.0000248142,0.0000007957,-0.0000063331,-0.0000057142,0.0000338932,0.4248201607,0.0180763565,0.4299227884
751,-0.0000021092,0.0000018674,-0.0000003832,0.0000002804,0.0000024359,-0.0000020283,0.4245810518,0.0180158991,0.4303437255
752,0.0000046487,0.0000010333,0.0000011674,0.0000000253,-0.0000069418,-0.0000012823,0.4243020749,0.0179382851,0.4306627732
753,-0.0000016578,-0.0000027005,-0.0000004183,-0.0000009366,0.0000018381,0.0000035037,0.4240137341,0.0178629899,0.4310533446
754,-0.0000050162,0.0000044668,-0.0000011262,0.0000008215,0.0000055658,-0.0000057653,0.4233589977,0.0177047307,0.4319066175
755,0.0000012038,0.0000009298,0.0000002346,-0.0000000193,-0.0000012743,-0.0000020436,0.4226467219,0.0175434026,0.4329442147
756,0.0000006455,-0.0000037605,0.0000001992,-0.0000010756,-0.0000010511,0.0000040412,0.4223764774,0.0174847077,0.4333114511
757,0.0000011579,-0.0000006308,0.0000001202,-0.0000003569,0.0000004620,0.0000014685,0.4229110468,0.0176068976,0.4326037567
758,0.0000001905,-0.0000019860,0.0000000482,-0.0000006056,-0.0000002696,0.0000019643,0.4237772194,0.0178077576,0.4314231058
759,-0.0000001875,-0.0000013729,0.0000000315,-0.0000004268,-0.0000002126,0.0000020448,0.4238531051,0.0178229892,0.4313623934
760,-0.0000002043,-0.0000013824,0.0000000441,-0.0000005311,0.0000002239,0.0000005099,0.4232960388,0.0176885554,0.4321055341
761,-0.0000007141,0.0000005389,-0.0000000759,-0.0000002575,0.0000007928,-0.0000000083,0.4229839759,0.0176176728,0.4324536725
762,0.0000010577,-0.0000001963,0.0000003390,-0.0000003059,-0.0000014531,-0.0000006864,0.4231552688,0.0176583110,0.4322572556
763,-0.0000002340,0.0000009916,-0.0000000069,-0.0000000954,0.0000016938,-0.0000022284,0.4235694900,0.0177509128,0.4317346106
764,0.0000010311,-0.0000004099,0.0000001386,-0.0000001949,-0.0000017087,-0.0000004309,0.4239983631,0.0178491397,0.4311283055
765,-0.0000007210,-0.0000012809,-0.0000004989,-0.0000003599,0.0000018480,0.0000011706,0.4047487522,0.0145938465,0.4558931351
766,0.0000004706,-0.0000010175,0.0000000355,-0.0000003351,-0.0000006752,0.0000017051,0.3477074636,0.0064690482,0.5276204629
767,-0.0000011537,-0.0000198073,0.0000000015,-0.0000013273,-0.0000008654,0.0000229575,0.3427800667,0.0061604298,0.5333263325
768,-0.0000114831,-0.0000099371,-0.0000005480,-0.0000007280,0.0000118085,0.0000123187,0.3422576990,0.0061323168,0.5339296941
769,-0.0000025029,0.0000007426,-0.0000000815,-0.0000002028,0.0000015104,-0.0000021402,0.3424759924,0.0061445670,0.5336524357
770,-0.0000004083,0.0000001522,0.0000000240,-0.0000001996,-0.0000005568,-0.0000016841,0.3427055061,0.0061560110,0.5333458804
771,0.0000003068,0.0000039207,0.0000001188,-0.0000000524,-0.0000014698,-0.0000018193,0.3431204085,0.0061778301,0.5328885972
772,-0.0000016280,-0.0000078851,-0.0000000222,-0.0000006800,0.0000032492,0.0000096795,0.3432327494,0.0061828990,0.5327396941
773,0.0000000133,0.0000013495,0.0000000747,-0.0000001600,-0.0000004677,-0.0000013467,0.3434715832,0.0061959617,0.5324462561
774,-0.0000013339,0.0000005286,-0.0000000126,-0.0000001419,0.0000017684,-0.0000014711,0.3439259912,0.0062201434,0.5319225549
775,0.0000002679,0.0000006955,0.0000001427,-0.0000002297,0.0000001186,0.0000008067,0.3450324290,0.0062871385,0.5306179106
776,-0.0000011699,-0.0000005411,0.0000000275,-0.0000002805,0.0000004417,0.0000013593,0.3461721277,0.0063566210,0.5292982617
777,0.0000005354,0.0000009950,0.0000000593,-0.0000002538,-0.0000010288,-0.0000012336,0.3468988742,0.0064031344,0.5284521693
778,0.0000006277,0.0000006558,0.0000000584,-0.0000001381,0.0000000892,-0.0000017836,0.3470303303,0.0064098971,0.5283335880
779,-0.0000007903,0.0000010283,-0.0000000109,-0.0000000920,0.0000005663,-0.0000007409,0.3460521607,0.0063494709,0.5294729059
780,0.0000003741,0.0000010205,0.0000000390,-0.0000001192,-0.0000022205,-0.0000016400,0.3442205892,0.0062399126,0.5315783848
781,0.0000011910,-0.0000013442,0.0000001632,-0.0000002992,-0.0000017106,0.0000006382,0.3422387776,0.0061240416,0.5338186183
782,-0.0000007024,-0.0000024671,0.0000000360,-0.0000003388,0.0000010358,0.0000033615,0.3405065451,0.0060344524,0.5358569230
783,-0.0000391608,-0.0000135256,-0.0000018700,-0.0000007420,0.0000466253,0.0000143643,0.3390380374,0.0059547571,0.5375719429
784,-0.0000113763,0.0000125525,-0.0000004468,0.0000004158,0.0000131599,-0.0000150853,0.3377364345,0.0058928685,0.5390811907
785,-0.0000008549,-0.0000000148,-0.0000000016,-0.0000002180,0.0000018558,0.0000007510,0.3367747798,0.0058466488,0.5402806710
786,0.0000011616,0.0000005745,0.0000000650,-0.0000002522,-0.0000003349,-0.0000018895,0.3359493443,0.0058125294,0.5412197849
787,-0.0000009029,0.0000011402,0.0000000483,-0.0000002180,0.0000007653,-0.0000014345,0.3353784760,0.0057883165,0.5418235715
788,0.0000015970,0.0000005875,0.0000000885,-0.0000001819,-0.0000014016,-0.0000002976,0.3347479931,0.0057628660,0.5425534573
789,0.0000012392,-0.0000010760,0.0000001016,-0.0000002653,-0.0000010002,0.0000013865,0.3342147989,0.0057405406,0.5432391291
790,0.0000009274,-0.0000002935,0.0000001258,-0.0000001749,-0.0000018692,0.0000003174,0.3337925205,0.0057262591,0.5437110233
791,0.0000012444,0.0000005651,0.0000000861,-0.0000002054,-0.0000003578,-0.0000002564,0.3334937970,0.0057164714,0.5440387451
792,0.0000015478,-0.0000009315,0.0000000910,-0.0000003225,-0.0000015825,-0.0000005098,0.3331817216,0.0057049086,0.5443610175
793,-0.0000003785,0.0000013103,0.0000000360,-0.0000001836,0.0000008893,-0.0000023824,0.3329623468,0.0056913396,0.5446076354
794,-0.0000001628,-0.0000018603,0.0000000109,-0.0000003159,0.0000000535,0.0000017528,0.3328036869,0.0056939147,0.5447813359
795,0.0000004111,-0.0000011182,0.0000000263,-0.0000002800,-0.0000010467,0.0000005603,0.3326475585,0.0056867520,0.5449175403
