i,X1,Y1,X2,Y2,X3,Y3,DC D1 con scaled (V),DC D2 con scaled,DC D3 con scaled,Norm D1X,Norm D1Y,Norm D2X,Norm D2Y,Norm D3X,Norm D3Y,Norm DC1 (V),Norm DC2 (V),Norm DC3 (V),Normalised phase (rad),Ernest new,Ernest new phase (rad),Proj Ernest new, 
78,-7.22E-07,4.30E-07,-6.98E-07,1.14E-07,1.42E-06,-5.44E-07,6.09E-02,9.27E-01,5.11E-01,-2.24E-07,1.33E-07,-2.08E-07,3.41E-08,4.18E-07,-1.60E-07,-1.36E+00,1.28E+00,7.68E-02,2.67E+00,4.67E-07,-3.68E-01,-3.79E-07,
79,-7.51E-07,1.91E-06,-8.36E-07,1.69E-06,1.59E-06,-3.59E-06,5.83E-02,9.24E-01,5.16E-01,-2.33E-07,5.91E-07,-2.50E-07,5.04E-07,4.68E-07,-1.06E-06,-1.36E+00,1.27E+00,9.22E-02,2.68E+00,1.21E-06,-1.16E+00,-1.19E-06,
80,8.45E-08,1.77E-06,1.22E-07,1.71E-06,-2.07E-07,-3.48E-06,5.62E-02,9.21E-01,5.21E-01,2.62E-08,5.48E-07,3.65E-08,5.12E-07,-6.09E-08,-1.03E-06,-1.37E+00,1.26E+00,1.06E-01,2.69E+00,1.07E-06,-1.63E+00,-8.62E-07,
81,9.63E-08,8.65E-07,3.16E-07,8.83E-07,-4.13E-07,-1.75E-06,5.47E-02,9.20E-01,5.24E-01,2.98E-08,2.68E-07,9.46E-08,2.64E-07,-1.22E-07,-5.15E-07,-1.37E+00,1.26E+00,1.15E-01,2.69E+00,5.52E-07,-1.80E+00,-3.81E-07,
82,-5.99E-07,9.04E-07,-4.75E-07,8.97E-07,1.07E-06,-1.80E-06,5.41E-02,9.19E-01,5.25E-01,-1.86E-07,2.80E-07,-1.42E-07,2.68E-07,3.17E-07,-5.31E-07,-1.38E+00,1.26E+00,1.18E-01,2.70E+00,6.46E-07,-1.03E+00,-6.45E-07,
83,-8.75E-07,1.12E-06,-9.27E-07,1.15E-06,1.80E-06,-2.27E-06,5.40E-02,9.19E-01,5.25E-01,-2.71E-07,3.48E-07,-2.77E-07,3.42E-07,5.31E-07,-6.69E-07,-1.38E+00,1.26E+00,1.19E-01,2.70E+00,8.92E-07,-9.00E-01,-8.88E-07,
84,-1.65E-07,1.88E-06,-1.88E-07,2.20E-06,3.54E-07,-4.08E-06,5.35E-02,9.18E-01,5.26E-01,-5.12E-08,5.82E-07,-5.63E-08,6.58E-07,1.04E-07,-1.20E-06,-1.38E+00,1.25E+00,1.22E-01,2.70E+00,1.26E-06,-1.48E+00,-1.11E-06,
85,9.33E-07,1.18E-06,1.15E-06,1.59E-06,-2.08E-06,-2.77E-06,5.24E-02,9.17E-01,5.28E-01,2.89E-07,3.67E-07,3.42E-07,4.74E-07,-6.13E-07,-8.17E-07,-1.38E+00,1.25E+00,1.29E-01,2.70E+00,1.07E-06,-2.21E+00,-3.63E-07,
86,-1.31E-07,-5.96E-08,-7.39E-08,2.84E-08,2.05E-07,3.12E-08,5.09E-02,9.15E-01,5.32E-01,-4.06E-08,-1.85E-08,-2.21E-08,8.49E-09,6.04E-08,9.19E-09,-1.38E+00,1.25E+00,1.39E-01,2.71E+00,6.40E-08,1.54E-01,-2.64E-08,
87,-1.67E-06,5.13E-07,-2.02E-06,8.97E-07,3.70E-06,-1.41E-06,4.92E-02,9.13E-01,5.35E-01,-5.18E-07,1.59E-07,-6.05E-07,2.68E-07,1.09E-06,-4.16E-07,-1.39E+00,1.24E+00,1.50E-01,2.72E+00,1.22E-06,-3.64E-01,-9.86E-07,
88,-5.32E-07,1.99E-06,-5.53E-07,2.75E-06,1.08E-06,-4.73E-06,4.78E-02,9.11E-01,5.39E-01,-1.65E-07,6.16E-07,-1.65E-07,8.21E-07,3.20E-07,-1.40E-06,-1.39E+00,1.23E+00,1.59E-01,2.72E+00,1.50E-06,-1.35E+00,-1.40E-06,
89,7.80E-07,6.32E-07,9.78E-07,1.01E-06,-1.76E-06,-1.64E-06,4.69E-02,9.10E-01,5.41E-01,2.42E-07,1.96E-07,2.92E-07,3.01E-07,-5.18E-07,-4.83E-07,-1.40E+00,1.23E+00,1.65E-01,2.73E+00,7.40E-07,-2.39E+00,-1.26E-07,
90,-4.84E-07,2.19E-08,-8.43E-07,2.69E-07,1.33E-06,-2.91E-07,4.65E-02,9.09E-01,5.41E-01,-1.50E-07,6.80E-09,-2.52E-07,8.05E-08,3.91E-07,-8.58E-08,-1.40E+00,1.23E+00,1.68E-01,2.73E+00,4.18E-07,-2.15E-01,-2.98E-07,
91,-1.24E-06,8.65E-07,-1.57E-06,1.41E-06,2.82E-06,-2.28E-06,4.69E-02,9.10E-01,5.40E-01,-3.85E-07,2.68E-07,-4.70E-07,4.22E-07,8.30E-07,-6.71E-07,-1.40E+00,1.23E+00,1.65E-01,2.73E+00,1.12E-06,-6.80E-01,-1.06E-06,
92,-3.77E-07,1.69E-06,-3.41E-07,2.47E-06,7.18E-07,-4.17E-06,4.81E-02,9.11E-01,5.38E-01,-1.17E-07,5.24E-07,-1.02E-07,7.39E-07,2.12E-07,-1.23E-06,-1.39E+00,1.23E+00,1.57E-01,2.72E+00,1.30E-06,-1.40E+00,-1.19E-06,
93,6.79E-07,1.03E-06,9.44E-07,1.56E-06,-1.62E-06,-2.59E-06,5.04E-02,9.14E-01,5.33E-01,2.10E-07,3.19E-07,2.82E-07,4.67E-07,-4.79E-07,-7.64E-07,-1.39E+00,1.24E+00,1.42E-01,2.71E+00,9.41E-07,-2.13E+00,-3.94E-07,
94,1.20E-07,-1.90E-07,1.73E-07,-3.13E-08,-2.94E-07,2.21E-07,5.38E-02,9.18E-01,5.26E-01,3.73E-08,-5.89E-08,5.17E-08,-9.35E-09,-8.65E-08,6.52E-08,-1.38E+00,1.26E+00,1.21E-01,2.70E+00,1.13E-07,2.49E+00,1.07E-07,
95,-1.14E-06,-7.38E-08,-1.39E-06,1.09E-07,2.53E-06,-3.56E-08,5.81E-02,9.23E-01,5.17E-01,-3.53E-07,-2.29E-08,-4.14E-07,3.27E-08,7.45E-07,-1.05E-08,-1.36E+00,1.27E+00,9.38E-02,2.68E+00,7.76E-07,-1.34E-02,-4.34E-07,
96,-1.19E-06,1.25E-06,-1.30E-06,1.75E-06,2.49E-06,-3.00E-06,6.35E-02,9.29E-01,5.06E-01,-3.70E-07,3.88E-07,-3.88E-07,5.24E-07,7.35E-07,-8.86E-07,-1.35E+00,1.29E+00,6.13E-02,2.66E+00,1.20E-06,-8.77E-01,-1.19E-06,
97,2.29E-07,1.85E-06,5.34E-07,2.12E-06,-7.63E-07,-3.98E-06,7.01E-02,9.36E-01,4.93E-01,7.10E-08,5.74E-07,1.60E-07,6.34E-07,-2.25E-07,-1.17E-06,-1.33E+00,1.31E+00,2.30E-02,2.63E+00,1.24E-06,-1.76E+00,-8.93E-07,
98,2.17E-07,1.04E-06,2.28E-07,9.18E-07,-4.45E-07,-1.96E-06,7.81E-02,9.44E-01,4.78E-01,6.73E-08,3.23E-07,6.82E-08,2.74E-07,-1.31E-07,-5.78E-07,-1.31E+00,1.33E+00,-2.12E-02,2.60E+00,6.18E-07,-1.79E+00,-4.29E-07,
99,1.95E-08,1.26E-06,-1.44E-07,1.52E-06,1.24E-07,-2.78E-06,8.74E-02,9.52E-01,4.62E-01,6.04E-09,3.90E-07,-4.30E-08,4.54E-07,3.67E-08,-8.19E-07,-1.28E+00,1.35E+00,-7.06E-02,2.57E+00,8.55E-07,-1.53E+00,-7.36E-07,
100,5.04E-07,8.73E-07,8.09E-07,1.26E-06,-1.31E-06,-2.13E-06,9.81E-02,9.60E-01,4.44E-01,1.56E-07,2.71E-07,2.42E-07,3.76E-07,-3.87E-07,-6.29E-07,-1.25E+00,1.38E+00,-1.24E-01,2.54E+00,7.71E-07,-2.12E+00,-3.29E-07,
101,-6.64E-07,5.48E-07,-9.77E-08,4.03E-07,7.62E-07,-9.52E-07,1.10E-01,9.68E-01,4.24E-01,-2.06E-07,1.70E-07,-2.92E-08,1.20E-07,2.24E-07,-2.80E-07,-1.22E+00,1.40E+00,-1.84E-01,2.50E+00,3.79E-07,-8.93E-01,-3.77E-07,
102,-5.95E-07,1.43E-06,-6.00E-07,6.32E-07,1.19E-06,-2.07E-06,1.25E-01,9.76E-01,4.02E-01,-1.84E-07,4.44E-07,-1.79E-07,1.89E-07,3.52E-07,-6.09E-07,-1.18E+00,1.42E+00,-2.50E-01,2.45E+00,7.47E-07,-1.05E+00,-7.46E-07,
103,4.18E-07,2.00E-06,-3.11E-07,1.52E-06,-1.07E-07,-3.52E-06,1.41E-01,9.84E-01,3.79E-01,1.29E-07,6.19E-07,-9.29E-08,4.53E-07,-3.15E-08,-1.04E-06,-1.13E+00,1.45E+00,-3.20E-01,2.41E+00,1.11E-06,-1.60E+00,-9.09E-07,
104,6.39E-07,1.08E-06,1.93E-07,1.38E-06,-8.32E-07,-2.46E-06,1.58E-01,9.91E-01,3.56E-01,1.98E-07,3.34E-07,5.77E-08,4.13E-07,-2.45E-07,-7.24E-07,-1.08E+00,1.47E+00,-3.88E-01,2.36E+00,8.27E-07,-1.90E+00,-5.09E-07,
105,-3.54E-07,9.97E-07,1.98E-07,1.28E-06,1.56E-07,-2.28E-06,1.74E-01,9.96E-01,3.36E-01,-1.10E-07,3.09E-07,5.91E-08,3.83E-07,4.60E-08,-6.72E-07,-1.03E+00,1.48E+00,-4.48E-01,2.32E+00,7.37E-07,-1.50E+00,-6.44E-07,
106,2.48E-07,2.13E-06,6.34E-07,1.07E-06,-8.83E-07,-3.20E-06,1.87E-01,1.00E+00,3.21E-01,7.69E-08,6.60E-07,1.90E-07,3.20E-07,-2.60E-07,-9.43E-07,-9.98E-01,1.49E+00,-4.95E-01,2.29E+00,1.09E-06,-1.84E+00,-7.21E-07,
107,5.44E-07,1.57E-06,8.12E-08,3.56E-07,-6.25E-07,-1.93E-06,1.95E-01,1.00E+00,3.11E-01,1.69E-07,4.87E-07,2.43E-08,1.06E-07,-1.84E-07,-5.69E-07,-9.73E-01,1.50E+00,-5.25E-01,2.27E+00,6.72E-07,-1.88E+00,-4.21E-07,
108,6.09E-07,9.16E-07,-2.02E-07,1.71E-07,-4.07E-07,-1.09E-06,1.98E-01,1.00E+00,3.07E-01,1.89E-07,2.84E-07,-6.04E-08,5.12E-08,-1.20E-07,-3.21E-07,-9.64E-01,1.50E+00,-5.36E-01,2.26E+00,3.87E-07,-1.93E+00,-2.28E-07,
109,-3.35E-07,8.97E-07,-5.76E-07,4.35E-07,9.12E-07,-1.33E-06,1.96E-01,1.00E+00,3.10E-01,-1.04E-07,2.78E-07,-1.72E-07,1.30E-07,2.69E-07,-3.93E-07,-9.70E-01,1.50E+00,-5.29E-01,2.26E+00,5.33E-07,-9.73E-01,-5.33E-07,
110,-1.08E-06,1.89E-06,-4.03E-07,8.34E-07,1.48E-06,-2.72E-06,1.90E-01,1.00E+00,3.17E-01,-3.35E-07,5.85E-07,-1.20E-07,2.49E-07,4.37E-07,-8.02E-07,-9.88E-01,1.49E+00,-5.06E-01,2.28E+00,1.02E-06,-1.07E+00,-1.02E-06,
111,1.32E-07,2.38E-06,2.83E-07,7.99E-07,-4.14E-07,-3.18E-06,1.81E-01,9.98E-01,3.28E-01,4.08E-08,7.37E-07,8.44E-08,2.39E-07,-1.22E-07,-9.36E-07,-1.01E+00,1.49E+00,-4.74E-01,2.30E+00,1.05E-06,-1.70E+00,-7.95E-07,
112,2.87E-07,1.80E-06,1.20E-07,3.32E-07,-4.07E-07,-2.13E-06,1.71E-01,9.96E-01,3.40E-01,8.90E-08,5.56E-07,3.58E-08,9.91E-08,-1.20E-07,-6.27E-07,-1.04E+00,1.48E+00,-4.38E-01,2.33E+00,7.02E-07,-1.76E+00,-5.05E-07,
113,-2.10E-07,1.53E-06,-1.46E-07,3.99E-07,3.56E-07,-1.93E-06,1.61E-01,9.92E-01,3.53E-01,-6.52E-08,4.74E-07,-4.36E-08,1.19E-07,1.05E-07,-5.69E-07,-1.07E+00,1.47E+00,-3.99E-01,2.35E+00,6.30E-07,-1.39E+00,-5.81E-07,
114,-4.63E-07,1.74E-06,-1.33E-07,4.31E-07,5.96E-07,-2.17E-06,1.51E-01,9.88E-01,3.66E-01,-1.43E-07,5.39E-07,-3.98E-08,1.29E-07,1.76E-07,-6.40E-07,-1.10E+00,1.46E+00,-3.58E-01,2.38E+00,7.18E-07,-1.30E+00,-6.84E-07,
115,-3.11E-08,2.13E-06,-1.55E-07,5.42E-07,1.86E-07,-2.68E-06,1.41E-01,9.84E-01,3.79E-01,-9.64E-09,6.61E-07,-4.63E-08,1.62E-07,5.49E-08,-7.89E-07,-1.13E+00,1.45E+00,-3.19E-01,2.41E+00,8.50E-07,-1.50E+00,-7.42E-07,
116,2.66E-07,1.77E-06,-1.47E-08,7.69E-07,-2.51E-07,-2.54E-06,1.32E-01,9.80E-01,3.91E-01,8.23E-08,5.48E-07,-4.39E-09,2.30E-07,-7.40E-08,-7.48E-07,-1.15E+00,1.44E+00,-2.82E-01,2.43E+00,8.02E-07,-1.67E+00,-6.25E-07,
117,4.61E-07,1.18E-06,4.28E-07,5.76E-07,-8.89E-07,-1.76E-06,1.24E-01,9.76E-01,4.03E-01,1.43E-07,3.67E-07,1.28E-07,1.72E-07,-2.62E-07,-5.19E-07,-1.18E+00,1.42E+00,-2.47E-01,2.45E+00,6.17E-07,-2.04E+00,-3.09E-07,
118,-5.46E-07,9.10E-07,3.10E-08,1.87E-07,5.15E-07,-1.10E-06,1.17E-01,9.72E-01,4.15E-01,-1.69E-07,2.82E-07,9.26E-09,5.59E-08,1.52E-07,-3.23E-07,-1.20E+00,1.41E+00,-2.12E-01,2.48E+00,3.79E-07,-1.13E+00,-3.76E-07,
119,-1.03E-06,1.98E-06,-5.30E-07,6.24E-07,1.56E-06,-2.61E-06,1.08E-01,9.67E-01,4.28E-01,-3.20E-07,6.14E-07,-1.58E-07,1.86E-07,4.61E-07,-7.68E-07,-1.22E+00,1.40E+00,-1.74E-01,2.50E+00,9.45E-07,-1.03E+00,-9.45E-07,
120,5.48E-07,2.44E-06,-3.54E-08,1.26E-06,-5.13E-07,-3.69E-06,9.93E-02,9.61E-01,4.42E-01,1.70E-07,7.55E-07,-1.06E-08,3.76E-07,-1.51E-07,-1.09E-06,-1.25E+00,1.38E+00,-1.31E-01,2.53E+00,1.15E-06,-1.71E+00,-8.69E-07,
121,1.45E-06,1.80E-06,7.90E-07,1.24E-06,-2.24E-06,-3.04E-06,8.98E-02,9.54E-01,4.58E-01,4.51E-07,5.58E-07,2.36E-07,3.72E-07,-6.62E-07,-8.97E-07,-1.28E+00,1.36E+00,-8.29E-02,2.56E+00,1.17E-06,-2.21E+00,-4.06E-07,
122,8.43E-07,2.47E-07,7.94E-07,3.03E-07,-1.64E-06,-5.50E-07,8.05E-02,9.46E-01,4.74E-01,2.61E-07,7.66E-08,2.37E-07,9.05E-08,-4.83E-07,-1.62E-07,-1.30E+00,1.34E+00,-3.45E-02,2.60E+00,5.31E-07,-2.82E+00,1.34E-07,
123,-6.29E-07,5.58E-07,-2.18E-07,2.28E-07,8.47E-07,-7.87E-07,7.29E-02,9.39E-01,4.88E-01,-1.95E-07,1.73E-07,-6.51E-08,6.82E-08,2.50E-07,-2.32E-07,-1.32E+00,1.32E+00,7.07E-03,2.62E+00,3.56E-07,-7.48E-01,-3.46E-07,
124,-5.90E-07,2.01E-06,-5.54E-07,1.21E-06,1.14E-06,-3.22E-06,6.84E-02,9.35E-01,4.96E-01,-1.83E-07,6.23E-07,-1.66E-07,3.62E-07,3.37E-07,-9.50E-07,-1.34E+00,1.30E+00,3.27E-02,2.64E+00,1.05E-06,-1.23E+00,-1.02E-06,
125,9.25E-07,2.43E-06,5.15E-07,1.94E-06,-1.44E-06,-4.37E-06,6.77E-02,9.34E-01,4.98E-01,2.86E-07,7.53E-07,1.54E-07,5.78E-07,-4.25E-07,-1.29E-06,-1.34E+00,1.30E+00,3.66E-02,2.64E+00,1.41E-06,-1.89E+00,-8.81E-07,
126,1.35E-06,7.70E-07,1.26E-06,9.03E-07,-2.61E-06,-1.67E-06,7.04E-02,9.37E-01,4.92E-01,4.20E-07,2.39E-07,3.76E-07,2.70E-07,-7.70E-07,-4.93E-07,-1.33E+00,1.31E+00,2.12E-02,2.63E+00,9.53E-07,-2.57E+00,9.70E-09,
127,-1.70E-07,3.11E-07,1.32E-07,2.68E-07,3.79E-08,-5.79E-07,7.58E-02,9.42E-01,4.82E-01,-5.27E-08,9.63E-08,3.95E-08,8.00E-08,1.12E-08,-1.71E-07,-1.32E+00,1.32E+00,-8.64E-03,2.61E+00,1.78E-07,-1.50E+00,-1.56E-07,
128,-1.03E-06,1.74E-06,-6.38E-07,1.34E-06,1.67E-06,-3.08E-06,8.40E-02,9.49E-01,4.68E-01,-3.20E-07,5.39E-07,-1.91E-07,4.01E-07,4.92E-07,-9.08E-07,-1.29E+00,1.34E+00,-5.27E-02,2.58E+00,1.08E-06,-1.07E+00,-1.08E-06,
129,7.47E-07,2.22E-06,6.66E-07,1.77E-06,-1.41E-06,-3.99E-06,9.34E-02,9.56E-01,4.52E-01,2.31E-07,6.88E-07,1.99E-07,5.30E-07,-4.16E-07,-1.18E-06,-1.27E+00,1.37E+00,-1.01E-01,2.55E+00,1.31E-06,-1.91E+00,-7.92E-07,
130,1.35E-06,1.29E-06,1.12E-06,1.01E-06,-2.47E-06,-2.30E-06,1.02E-01,9.63E-01,4.38E-01,4.19E-07,3.99E-07,3.34E-07,3.03E-07,-7.29E-07,-6.79E-07,-1.24E+00,1.38E+00,-1.43E-01,2.52E+00,1.05E-06,-2.39E+00,-1.78E-07,
131,4.91E-07,4.72E-08,3.86E-07,9.43E-08,-8.78E-07,-1.42E-07,1.09E-01,9.67E-01,4.27E-01,1.52E-07,1.46E-08,1.15E-07,2.82E-08,-2.59E-07,-4.17E-08,-1.22E+00,1.40E+00,-1.76E-01,2.50E+00,2.76E-07,-2.98E+00,1.12E-07,
132,-9.73E-07,7.00E-07,-6.92E-07,7.73E-07,1.67E-06,-1.47E-06,1.14E-01,9.70E-01,4.19E-01,-3.01E-07,2.17E-07,-2.07E-07,2.31E-07,4.91E-07,-4.34E-07,-1.21E+00,1.41E+00,-1.98E-01,2.49E+00,6.91E-07,-7.23E-01,-6.66E-07,
133,-3.75E-07,2.23E-06,-6.02E-08,1.76E-06,4.35E-07,-3.99E-06,1.17E-01,9.72E-01,4.15E-01,-1.16E-07,6.90E-07,-1.80E-08,5.26E-07,1.28E-07,-1.18E-06,-1.20E+00,1.41E+00,-2.12E-01,2.48E+00,1.25E-06,-1.46E+00,-1.11E-06,
134,1.44E-06,1.96E-06,1.27E-06,1.32E-06,-2.72E-06,-3.28E-06,1.18E-01,9.73E-01,4.12E-01,4.47E-07,6.07E-07,3.80E-07,3.96E-07,-8.01E-07,-9.68E-07,-1.20E+00,1.41E+00,-2.19E-01,2.47E+00,1.33E-06,-2.26E+00,-3.94E-07,
135,3.67E-07,9.45E-08,3.62E-07,-1.64E-07,-7.29E-07,6.96E-08,1.19E-01,9.73E-01,4.12E-01,1.14E-07,2.93E-08,1.08E-07,-4.91E-08,-2.15E-07,2.05E-08,-1.19E+00,1.41E+00,-2.21E-01,2.47E+00,2.28E-07,3.05E+00,1.42E-07,
136,-1.50E-06,1.41E-06,-1.11E-06,8.28E-07,2.61E-06,-2.23E-06,1.18E-01,9.73E-01,4.12E-01,-4.64E-07,4.35E-07,-3.33E-07,2.48E-07,7.70E-07,-6.58E-07,-1.19E+00,1.41E+00,-2.20E-01,2.47E+00,1.07E-06,-7.08E-01,-1.03E-06,
137,-4.54E-07,2.88E-06,-3.03E-07,2.00E-06,7.58E-07,-4.88E-06,1.18E-01,9.72E-01,4.13E-01,-1.41E-07,8.92E-07,-9.06E-08,5.98E-07,2.23E-07,-1.44E-06,-1.20E+00,1.41E+00,-2.18E-01,2.47E+00,1.54E-06,-1.42E+00,-1.40E-06,
138,1.63E-06,2.04E-06,1.20E-06,1.33E-06,-2.83E-06,-3.37E-06,1.17E-01,9.72E-01,4.14E-01,5.05E-07,6.33E-07,3.58E-07,3.97E-07,-8.34E-07,-9.94E-07,-1.20E+00,1.41E+00,-2.14E-01,2.48E+00,1.37E-06,-2.27E+00,-3.98E-07,
139,4.07E-07,-1.30E-08,2.65E-07,-4.21E-08,-6.72E-07,5.50E-08,1.16E-01,9.71E-01,4.16E-01,1.26E-07,-4.01E-09,7.91E-08,-1.26E-08,-1.98E-07,1.62E-08,-1.20E+00,1.41E+00,-2.08E-01,2.48E+00,2.10E-07,3.06E+00,1.29E-07,
140,-1.16E-06,2.75E-07,-7.45E-07,1.92E-07,1.90E-06,-4.67E-07,1.14E-01,9.70E-01,4.19E-01,-3.59E-07,8.53E-08,-2.23E-07,5.74E-08,5.61E-07,-1.38E-07,-1.21E+00,1.41E+00,-2.00E-01,2.49E+00,6.10E-07,-2.41E-01,-4.46E-07,
141,-1.45E-06,2.30E-06,-9.73E-07,1.52E-06,2.42E-06,-3.82E-06,1.12E-01,9.69E-01,4.22E-01,-4.49E-07,7.11E-07,-2.91E-07,4.55E-07,7.14E-07,-1.13E-06,-1.21E+00,1.40E+00,-1.90E-01,2.49E+00,1.41E-06,-1.01E+00,-1.41E-06,
142,6.39E-07,3.00E-06,3.75E-07,1.89E-06,-1.01E-06,-4.89E-06,1.09E-01,9.67E-01,4.27E-01,1.98E-07,9.30E-07,1.12E-07,5.63E-07,-2.99E-07,-1.44E-06,-1.22E+00,1.40E+00,-1.76E-01,2.50E+00,1.55E-06,-1.78E+00,-1.10E-06,
143,1.54E-06,1.40E-06,9.58E-07,9.10E-07,-2.49E-06,-2.31E-06,1.06E-01,9.65E-01,4.31E-01,4.76E-07,4.35E-07,2.86E-07,2.72E-07,-7.35E-07,-6.82E-07,-1.23E+00,1.39E+00,-1.63E-01,2.51E+00,1.06E-06,-2.39E+00,-1.77E-07,
144,-9.24E-08,2.36E-07,-7.62E-08,1.79E-07,1.69E-07,-4.15E-07,1.04E-01,9.64E-01,4.34E-01,-2.86E-08,7.31E-08,-2.28E-08,5.34E-08,4.97E-08,-1.22E-07,-1.24E+00,1.39E+00,-1.53E-01,2.52E+00,1.39E-07,-1.18E+00,-1.36E-07,
145,-5.40E-07,1.55E-06,-4.65E-07,9.95E-07,1.00E-06,-2.55E-06,1.02E-01,9.63E-01,4.37E-01,-1.67E-07,4.81E-07,-1.39E-07,2.97E-07,2.96E-07,-7.51E-07,-1.24E+00,1.39E+00,-1.45E-01,2.52E+00,8.48E-07,-1.20E+00,-8.30E-07,
146,3.13E-07,1.63E-06,2.70E-08,1.12E-06,-3.40E-07,-2.75E-06,1.00E-01,9.61E-01,4.41E-01,9.69E-08,5.06E-07,8.07E-09,3.34E-07,-1.00E-07,-8.10E-07,-1.25E+00,1.38E+00,-1.34E-01,2.53E+00,8.57E-07,-1.69E+00,-6.54E-07,
147,9.34E-07,1.39E-06,6.60E-07,1.11E-06,-1.59E-06,-2.50E-06,9.67E-02,9.59E-01,4.46E-01,2.89E-07,4.32E-07,1.97E-07,3.31E-07,-4.70E-07,-7.37E-07,-1.26E+00,1.37E+00,-1.18E-01,2.54E+00,9.16E-07,-2.14E+00,-3.77E-07,
148,5.72E-07,1.49E-06,5.96E-07,1.15E-06,-1.17E-06,-2.64E-06,9.23E-02,9.55E-01,4.53E-01,1.77E-07,4.61E-07,1.78E-07,3.44E-07,-3.44E-07,-7.78E-07,-1.27E+00,1.36E+00,-9.61E-02,2.55E+00,8.90E-07,-1.99E+00,-4.84E-07,
149,8.96E-07,1.73E-06,7.68E-07,1.14E-06,-1.66E-06,-2.87E-06,8.73E-02,9.51E-01,4.62E-01,2.77E-07,5.36E-07,2.30E-07,3.39E-07,-4.90E-07,-8.45E-07,-1.28E+00,1.35E+00,-7.04E-02,2.57E+00,1.02E-06,-2.10E+00,-4.59E-07,
150,7.43E-07,1.38E-06,4.19E-07,9.09E-07,-1.16E-06,-2.29E-06,8.19E-02,9.47E-01,4.71E-01,2.30E-07,4.29E-07,1.25E-07,2.72E-07,-3.42E-07,-6.76E-07,-1.30E+00,1.34E+00,-4.20E-02,2.59E+00,7.92E-07,-2.04E+00,-3.95E-07,
151,7.78E-07,8.32E-07,4.44E-07,7.78E-07,-1.22E-06,-1.61E-06,7.66E-02,9.42E-01,4.81E-01,2.41E-07,2.58E-07,1.33E-07,2.33E-07,-3.60E-07,-4.75E-07,-1.31E+00,1.33E+00,-1.36E-02,2.61E+00,6.22E-07,-2.22E+00,-2.08E-07,
152,6.96E-07,1.06E-06,7.52E-07,1.18E-06,-1.45E-06,-2.24E-06,7.23E-02,9.38E-01,4.89E-01,2.16E-07,3.28E-07,2.25E-07,3.52E-07,-4.27E-07,-6.60E-07,-1.32E+00,1.31E+00,1.04E-02,2.62E+00,8.19E-07,-2.14E+00,-3.32E-07,
153,8.09E-08,1.84E-07,3.65E-07,1.57E-07,-4.46E-07,-3.41E-07,6.95E-02,9.36E-01,4.94E-01,2.51E-08,5.70E-08,1.09E-07,4.68E-08,-1.31E-07,-1.00E-07,-1.33E+00,1.31E+00,2.59E-02,2.64E+00,1.72E-07,-2.49E+00,-1.31E-08,
154,-5.81E-07,1.19E-06,-3.98E-07,8.29E-07,9.79E-07,-2.02E-06,6.84E-02,9.34E-01,4.96E-01,-1.80E-07,3.69E-07,-1.19E-07,2.48E-07,2.89E-07,-5.96E-07,-1.34E+00,1.30E+00,3.24E-02,2.64E+00,6.91E-07,-1.12E+00,-6.85E-07,
155,4.80E-07,1.98E-06,4.35E-07,1.72E-06,-9.14E-07,-3.70E-06,6.87E-02,9.35E-01,4.96E-01,1.49E-07,6.14E-07,1.30E-07,5.15E-07,-2.69E-07,-1.09E-06,-1.33E+00,1.30E+00,3.08E-02,2.64E+00,1.17E-06,-1.81E+00,-7.99E-07,
156,1.61E-06,5.39E-07,1.49E-06,5.30E-07,-3.10E-06,-1.07E-06,6.97E-02,9.36E-01,4.94E-01,4.97E-07,1.67E-07,4.47E-07,1.58E-07,-9.14E-07,-3.15E-07,-1.33E+00,1.31E+00,2.52E-02,2.63E+00,1.01E-06,-2.81E+00,2.46E-07,
157,-4.03E-07,-5.51E-07,-1.86E-07,-4.60E-07,5.89E-07,1.01E-06,7.07E-02,9.37E-01,4.92E-01,-1.25E-07,-1.71E-07,-5.56E-08,-1.38E-07,1.74E-07,2.98E-07,-1.33E+00,1.31E+00,1.96E-02,2.63E+00,3.60E-07,1.04E+00,1.61E-07,
158,-1.56E-06,1.46E-07,-1.32E-06,2.34E-07,2.88E-06,-3.80E-07,7.11E-02,9.37E-01,4.91E-01,-4.82E-07,4.53E-08,-3.95E-07,6.98E-08,8.49E-07,-1.12E-07,-1.33E+00,1.31E+00,1.73E-02,2.63E+00,8.93E-07,-1.31E-01,-5.82E-07,
159,-7.66E-07,2.07E-06,-6.35E-07,2.11E-06,1.40E-06,-4.19E-06,7.03E-02,9.36E-01,4.92E-01,-2.37E-07,6.42E-07,-1.90E-07,6.31E-07,4.13E-07,-1.23E-06,-1.33E+00,1.31E+00,2.17E-02,2.63E+00,1.36E-06,-1.25E+00,-1.31E-06,
160,9.42E-07,1.35E-06,9.68E-07,1.33E-06,-1.91E-06,-2.68E-06,6.83E-02,9.34E-01,4.96E-01,2.92E-07,4.19E-07,2.89E-07,3.98E-07,-5.63E-07,-7.91E-07,-1.34E+00,1.30E+00,3.32E-02,2.64E+00,1.01E-06,-2.19E+00,-3.68E-07,
