Interferometric Phase;PTI;R1;R2;R3;System_Phase_1;System_Phase_2;System_Phase_3
2.99112;-1.37623e-06;8.39154e-08;5.62635e-07;8.73786e-07;-1.31406;-1.21418;1.83819
2.98731;-1.53792e-06;9.19906e-08;7.21557e-07;9.49792e-07;-1.06416;-1.5386;1.98126
2.98338;-1.59149e-06;8.23718e-08;7.53578e-07;9.60984e-07;-1.00378;-0.775818;1.6872
2.97937;-1.55986e-06;7.92311e-08;7.69635e-07;8.77334e-07;-1.08768;-1.20825;1.83006
2.97531;-1.55538e-06;9.37169e-08;6.48727e-07;9.42237e-07;-0.940238;-1.26437;2.08044
2.97128;-1.62023e-06;1.08597e-07;9.60196e-07;7.15828e-07;-1.04082;-1.08367;1.76728
2.96729;-1.67813e-06;1.12999e-07;9.50851e-07;7.71225e-07;-1.15704;-1.14549;1.88471
2.96335;-1.81778e-06;1.37409e-07;1.36224e-06;6.83819e-07;-1.2121;-0.910729;1.29031
2.95942;-1.74728e-06;1.43827e-07;9.52644e-07;9.20053e-07;-1.05142;-0.77221;1.60271
2.95552;-1.72406e-06;1.43555e-07;1.00989e-06;7.28086e-07;-1.1274;-1.13117;1.92293
2.9517;-1.71643e-06;1.58407e-07;8.68261e-07;9.30452e-07;-1.11082;-1.46002;2.27257
2.94805;-1.69838e-06;1.55855e-07;1.06259e-06;7.64657e-07;-1.1845;-1.48235;2.31127
2.94461;-1.67586e-06;1.54607e-07;1.00552e-06;7.96477e-07;-1.22307;-1.49594;2.25534
2.94127;-1.83333e-06;1.69631e-07;1.28435e-06;6.24144e-07;-1.05549;-1.33048;2.36829
2.93804;-1.73714e-06;1.76338e-07;1.24969e-06;5.78003e-07;-1.13656;-1.39622;2.31698
2.93488;-1.56567e-06;1.39602e-07;1.00338e-06;6.65683e-07;-1.13197;-1.43556;2.23244
2.93178;-1.40832e-06;1.29122e-07;7.18427e-07;7.61252e-07;-1.1807;-1.43001;2.05357
2.92874;-1.29173e-06;1.24669e-07;5.25924e-07;8.73303e-07;-1.11359;-1.6524;2.23195
2.9258;-1.18937e-06;1.13606e-07;3.08126e-07;9.53308e-07;-1.2785;-1.50296;1.87802
2.92286;-1.30012e-06;1.18412e-07;4.40156e-07;9.46669e-07;-1.4027;-0.948111;1.72351
2.91991;-1.41506e-06;1.1837e-07;6.99981e-07;9.34594e-07;-1.3311;-0.917337;1.47101
2.91681;-1.25673e-06;9.12523e-08;5.89045e-07;1.22633e-06;-0.955319;0.178666;1.56079
2.91347;-1.23548e-06;9.66878e-08;2.16968e-07;1.25418e-06;-1.06131;0.0510273;1.702
2.90993;-1.17453e-06;7.94421e-08;5.66667e-07;1.35761e-06;-1.0439;0.422265;1.50811
2.90621;-1.34949e-06;8.71796e-08;7.92507e-07;1.29019e-06;-0.921768;0.13482;1.47921
2.90231;-1.28798e-06;8.84681e-08;9.28243e-07;1.26258e-06;-0.5919;0.225565;1.44481
2.89826;-1.48568e-06;1.03804e-07;7.65282e-07;1.02179e-06;-0.641727;-0.36928;1.619
2.89402;-1.49372e-06;1.05888e-07;8.22013e-07;8.82362e-07;-0.784553;-0.663491;1.57268
2.8896;-1.50187e-06;1.20912e-07;8.85933e-07;6.41442e-07;-0.764644;-1.04848;2.09805
2.88514;-1.26144e-06;1.02796e-07;4.27369e-07;8.82477e-07;-0.786064;-1.30214;2.0641
2.88069;-1.34101e-06;1.2061e-07;6.41423e-07;8.05239e-07;-0.946035;-0.672599;1.72182
2.87649;-1.48536e-06;1.4576e-07;8.33198e-07;7.2302e-07;-1.14439;-1.15573;1.78021
2.87258;-1.60775e-06;1.66173e-07;9.93302e-07;6.89257e-07;-1.11608;-1.09119;1.70359
2.86884;-1.5301e-06;1.68501e-07;7.66569e-07;8.13414e-07;-1.11785;-1.31783;1.99326
2.86525;-1.49634e-06;1.74745e-07;4.99892e-07;1.04411e-06;-1.05483;-1.32449;1.89876
2.86182;-1.53489e-06;1.92768e-07;7.07353e-07;9.57955e-07;-1.15;-1.58332;1.94033
2.85863;-1.50379e-06;2.08509e-07;9.77462e-07;7.82056e-07;-1.18349;-1.75046;2.23349
2.85573;-1.55791e-06;2.1439e-07;9.19383e-07;9.39279e-07;-1.24413;-1.83708;2.12626
2.85312;-1.63471e-06;2.09513e-07;8.79076e-07;9.59743e-07;-1.21029;-1.62936;1.88369
2.85072;-1.85837e-06;2.38118e-07;1.33392e-06;6.17754e-07;-1.08077;-1.3937;2.09605
2.84848;-1.69881e-06;2.20537e-07;1.2647e-06;7.20329e-07;-1.00156;-1.62696;2.50379
2.84622;-1.52179e-06;2.05725e-07;1.41093e-06;7.51772e-07;-0.978054;-1.73772;3.02074
2.84393;-1.38166e-06;1.8954e-07;1.56741e-06;7.66641e-07;-1.10487;-1.86904;-3.10349
2.84168;-1.40854e-06;1.98872e-07;1.9031e-06;6.79658e-07;-1.34809;-1.93273;-3.06723
2.83952;-1.20384e-06;1.87101e-07;1.86832e-06;8.11407e-07;-1.48764;-2.10734;-3.12197
2.83742;-1.38529e-06;2.0963e-07;1.67818e-06;9.83095e-07;-1.37668;-2.11179;2.9525
2.83531;-1.43842e-06;1.9306e-07;1.19346e-06;6.51849e-07;-1.27917;-1.77007;2.54012
2.83316;-1.31266e-06;1.60063e-07;7.54028e-07;7.47722e-07;-0.984998;-1.58327;2.55099
2.83093;-1.3439e-06;1.70604e-07;7.92223e-07;5.43959e-07;-1.11669;-1.12708;2.12031
2.82867;-1.26803e-06;1.73465e-07;7.90228e-07;5.12549e-07;-1.30785;-1.14482;1.75395
2.82638;-1.47629e-06;1.92052e-07;1.04462e-06;5.03818e-07;-1.3047;-0.985889;1.55837
2.82404;-1.94822e-06;2.38902e-07;1.73183e-06;6.5964e-07;-1.21329;-0.787007;0.933262
2.82164;-1.86108e-06;2.49265e-07;1.6929e-06;4.89014e-07;-1.24239;-0.862509;0.884121
2.81925;-1.99519e-06;2.67592e-07;1.87986e-06;5.05302e-07;-1.15172;-0.791781;0.783501
2.81693;-2.3069e-06;3.19213e-07;2.50447e-06;3.64736e-07;-1.22669;-1.04199;-0.0994507
2.8147;-2.21446e-06;3.06081e-07;2.77456e-06;6.49686e-07;-1.26897;-1.0882;-0.478813
2.81255;-2.07904e-06;2.96587e-07;2.39656e-06;3.65881e-07;-1.15868;-1.11213;-0.571433
2.81048;-2.08577e-06;3.22495e-07;2.51921e-06;4.3705e-07;-1.26015;-1.20207;-0.670435
2.80849;-2.01968e-06;3.14973e-07;2.21919e-06;2.43296e-07;-1.2738;-1.24236;-0.158082
2.8066;-2.32777e-06;3.41532e-07;2.87708e-06;5.20738e-07;-1.17246;-1.19692;-1.03999
2.8048;-2.15751e-06;3.23079e-07;2.32531e-06;1.96669e-07;-1.02972;-1.17057;-1.41254
2.8031;-1.74933e-06;2.83908e-07;1.45986e-06;3.00244e-07;-1.15519;-1.23701;1.77864
2.8014;-1.83322e-06;2.74074e-07;1.50455e-06;6.56947e-07;-1.08535;-0.846917;1.0267
2.79959;-1.67675e-06;2.55824e-07;1.23122e-06;6.73233e-07;-1.02493;-0.719636;1.25743
2.7976;-1.62952e-06;2.47236e-07;1.36299e-06;7.99185e-07;-0.819139;-0.322959;1.21025
2.79543;-1.46912e-06;2.29707e-07;9.26994e-07;9.65713e-07;-0.934135;-0.182115;1.46247
2.79302;-1.54073e-06;2.16254e-07;1.12699e-06;1.08099e-06;-1.1373;-0.326328;1.16718
2.79039;-1.76838e-06;2.58484e-07;1.32784e-06;1.00267e-06;-1.10804;-0.50537;1.13486
2.7875;-1.87883e-06;2.86615e-07;1.40411e-06;4.60981e-07;-0.976451;-0.924415;1.70171
2.78436;-1.39497e-06;2.31747e-07;3.91297e-07;1.00806e-06;-0.986183;-0.635796;1.84507
2.78097;-1.4174e-06;2.48917e-07;9.00509e-07;6.80516e-07;-1.3947;-1.45849;1.61678
2.77735;-1.45206e-06;2.41966e-07;9.80996e-07;5.73261e-07;-1.24326;-1.4901;1.95504
2.7736;-1.43962e-06;2.55813e-07;1.18668e-06;8.83627e-07;-1.10121;-1.95247;2.75064
2.76982;-1.35474e-06;2.64049e-07;1.29992e-06;9.39365e-07;-1.26963;-2.15909;2.66375
2.76605;-1.34811e-06;2.66442e-07;1.51938e-06;8.5908e-07;-1.41078;-2.17576;2.60126
2.76253;-1.53166e-06;2.77479e-07;1.51536e-06;9.02278e-07;-1.12547;-1.97803;2.87828
2.75889;-1.5232e-06;3.19038e-07;1.36628e-06;1.14265e-06;-1.07483;-2.14472;2.81265
2.75525;-1.24108e-06;2.89616e-07;1.29466e-06;1.14478e-06;-1.32671;-2.42636;2.63521
2.75162;-1.30193e-06;3.25467e-07;1.20076e-06;8.99011e-07;-1.44654;-2.25173;2.40495
2.74797;-1.52609e-06;3.5268e-07;1.39937e-06;7.43467e-07;-1.3435;-1.96643;2.61136
2.74428;-1.49074e-06;3.35615e-07;1.07095e-06;8.71892e-07;-1.24732;-1.99716;2.457
2.74054;-1.49336e-06;3.6393e-07;1.41115e-06;8.06575e-07;-1.43452;-2.06213;2.53682
2.7367;-1.41622e-06;3.49218e-07;1.08496e-06;8.5356e-07;-1.42771;-2.08918;2.30951
2.73273;-1.50656e-06;3.28019e-07;1.2212e-06;4.77048e-07;-1.36175;-1.64486;2.32538
2.7285;-1.51062e-06;3.44852e-07;9.0009e-07;6.02866e-07;-1.31008;-1.39816;1.86706
2.72393;-1.46906e-06;3.68963e-07;9.03083e-07;6.66893e-07;-1.40015;-1.63389;1.8478
2.71909;-1.42806e-06;3.59554e-07;9.39061e-07;6.82004e-07;-1.52754;-1.7007;1.7827
2.71406;-1.67007e-06;3.82362e-07;1.17532e-06;5.92045e-07;-1.36818;-1.55207;1.95302
2.7089;-1.55576e-06;3.39376e-07;9.91753e-07;7.11484e-07;-1.26252;-1.67844;2.28435
2.70365;-1.59939e-06;3.33095e-07;1.03116e-06;7.00593e-07;-1.30817;-1.62069;2.21643
2.69836;-1.81142e-06;3.98137e-07;1.19031e-06;6.98579e-07;-1.36803;-1.52103;2.06183
2.69306;-1.95497e-06;4.04788e-07;1.32062e-06;5.94441e-07;-1.1672;-1.31223;2.22926
2.68779;-2.1158e-06;4.42268e-07;1.5878e-06;4.80538e-07;-1.28251;-1.16284;1.72303
2.68259;-2.24015e-06;4.76029e-07;1.50832e-06;6.43244e-07;-1.25311;-1.14164;1.84803
2.67753;-2.13096e-06;4.25678e-07;1.46545e-06;5.41628e-07;-1.08865;-1.03816;2.18776
2.67269;-2.15136e-06;4.21959e-07;1.66159e-06;4.38871e-07;-1.20969;-1.00303;1.63384
2.66811;-2.37913e-06;4.68031e-07;2.07126e-06;2.42276e-07;-1.21532;-1.17737;2.04157
2.66376;-2.33775e-06;4.48818e-07;2.22929e-06;4.07043e-08;-1.08806;-1.04698;0.553941
2.65955;-2.50909e-06;4.9207e-07;2.54002e-06;3.00259e-07;-1.21919;-1.07489;0.119735
2.65539;-2.60624e-06;4.9667e-07;2.60278e-06;6.47544e-07;-1.02361;-0.757507;0.454649
2.65126;-2.30762e-06;4.35387e-07;2.36774e-06;4.04536e-07;-0.961547;-0.781752;0.222165
2.64707;-2.22095e-06;4.45892e-07;2.1331e-06;6.11151e-07;-1.17772;-0.798367;0.562445
2.6428;-2.10831e-06;4.31824e-07;1.80929e-06;4.89321e-07;-1.09423;-0.837229;0.955369
2.63844;-2.01899e-06;4.40604e-07;1.68089e-06;5.46702e-07;-1.21876;-0.915314;0.954829
2.63399;-2.09261e-06;5.06994e-07;1.59565e-06;6.26072e-07;-1.36818;-1.16704;1.21437
2.62938;-2.17746e-06;4.91775e-07;1.7791e-06;6.04038e-07;-1.19479;-0.863948;0.981533
2.6246;-1.94925e-06;4.75872e-07;1.33665e-06;7.66042e-07;-1.23089;-0.745404;1.22246
2.61966;-1.90224e-06;4.79664e-07;1.1457e-06;7.24757e-07;-1.16398;-0.807445;1.48183
2.61461;-1.57012e-06;4.40583e-07;5.24848e-07;9.94481e-07;-1.20964;-0.579113;1.66105
2.6095;-1.48414e-06;4.59898e-07;3.68331e-07;1.00255e-06;-1.35165;-1.31644;1.76569
2.60434;-1.69943e-06;4.81486e-07;6.35254e-07;1.04146e-06;-1.26452;-0.631038;1.58599
2.59925;-1.74139e-06;4.87577e-07;8.1013e-07;9.87317e-07;-1.23274;-0.586494;1.46381
2.59428;-1.64869e-06;4.58689e-07;8.44959e-07;8.57527e-07;-1.14327;-0.527773;1.46044
2.58946;-1.85678e-06;4.8758e-07;1.17876e-06;8.5208e-07;-1.10892;-0.526042;1.30222
2.5847;-1.80066e-06;4.85079e-07;1.19483e-06;7.38212e-07;-1.05453;-0.485846;1.32905
2.58005;-1.73017e-06;4.71568e-07;1.05574e-06;9.36207e-07;-1.10511;-0.308718;1.36415
2.57547;-2.00712e-06;5.36045e-07;1.3272e-06;6.99687e-07;-1.0775;-0.669836;1.3417
2.57099;-1.83363e-06;4.92995e-07;1.09396e-06;7.63145e-07;-1.18817;-0.732729;1.37695
2.56663;-2.1409e-06;5.40997e-07;1.55561e-06;6.61617e-07;-1.13285;-0.766992;1.1945
2.5625;-1.50015e-06;3.79358e-07;9.74289e-07;5.76715e-07;-1.03485;-0.639333;1.36059
2.55863;-1.62925e-06;4.25381e-07;1.07697e-06;5.14093e-07;-1.18953;-0.991677;1.38759
2.55491;-1.90334e-06;4.73418e-07;1.45397e-06;3.47335e-07;-1.0154;-0.875068;1.37669
2.55132;-1.71223e-06;4.38997e-07;1.1586e-06;5.79092e-07;-1.20983;-0.826377;1.29423
2.54789;-1.60037e-06;4.4253e-07;8.92056e-07;5.47033e-07;-1.18847;-1.08342;1.78883
2.54478;-1.4013e-06;4.0368e-07;7.76279e-07;5.36228e-07;-1.21838;-1.00883;1.52673
2.54207;-1.50117e-06;4.60923e-07;8.11501e-07;5.85702e-07;-1.28267;-1.33311;1.6963
2.53981;-9.3309e-07;3.12375e-07;4.115e-07;6.12904e-07;-1.29995;-2.11566;2.06522
2.53805;-1.14232e-06;4.11791e-07;5.95328e-07;8.60013e-07;-1.39911;-2.38742;2.05587
2.53682;-8.74385e-07;3.33193e-07;9.36616e-07;9.24037e-07;-1.35356;-2.69974;2.52327
2.536;-1.35568e-06;5.10768e-07;1.11001e-06;9.93772e-07;-1.50499;-2.4034;2.26658
2.53552;-1.15509e-06;4.17634e-07;1.09216e-06;1.16319e-06;-1.34655;-2.67341;2.47741
2.53543;-6.33174e-07;4.05522e-07;1.70976e-06;1.43259e-06;-1.74904;-3.10916;2.37903
2.5357;-8.4123e-07;4.24134e-07;1.66172e-06;1.46155e-06;-1.57839;-2.98608;2.51127
2.53631;-7.67127e-07;3.97526e-07;1.27262e-06;1.40834e-06;-1.55728;3.03347;2.2551
2.53721;-1.05203e-06;4.19716e-07;1.08997e-06;1.43228e-06;-1.39427;-3.07799;2.3643
2.53836;-7.81026e-07;3.80816e-07;1.37486e-06;1.4538e-06;-1.50527;3.09836;2.37013
2.53976;-1.33615e-06;4.83141e-07;8.57313e-07;1.24353e-06;-1.35844;-2.69791;2.27053
2.54121;-1.15451e-06;4.58084e-07;7.40812e-07;1.10702e-06;-1.46551;-2.77395;2.17627
2.54254;-1.14254e-06;4.67874e-07;4.84335e-07;1.30087e-06;-1.38944;2.7944;1.97194
2.54366;-1.05144e-06;4.79176e-07;9.28003e-07;1.27918e-06;-1.47168;-3.07864;2.17021
2.54452;-1.34408e-06;5.49371e-07;6.13982e-07;1.09289e-06;-1.40483;-2.59163;2.04027
2.54507;-1.50918e-06;5.4429e-07;7.5444e-07;8.94834e-07;-1.3652;-2.06587;2.13145
2.54531;-1.41514e-06;5.10568e-07;5.15146e-07;9.68665e-07;-1.3137;-2.17811;2.07436
2.54519;-1.47521e-06;5.3977e-07;9.56136e-07;8.38708e-07;-1.41818;-2.12062;2.27948
2.54466;-1.34916e-06;4.80178e-07;2.48626e-07;9.55814e-07;-1.27289;-1.90461;1.96951
2.54357;-1.67558e-06;5.63702e-07;5.56104e-07;8.70929e-07;-1.28037;-1.26041;1.91902
2.54178;-1.40805e-06;5.07204e-07;2.2476e-07;9.89791e-07;-1.22973;-0.356432;1.80316
2.53927;-1.71514e-06;5.24246e-07;8.90763e-07;9.00807e-07;-1.05136;-0.263202;1.54772
2.5361;-1.7085e-06;5.07331e-07;9.38319e-07;6.64885e-07;-1.16992;-0.731297;1.51563
2.53228;-1.87522e-06;5.41549e-07;1.22053e-06;8.10266e-07;-1.02086;-0.361569;1.37403
2.52784;-1.4181e-06;4.43562e-07;8.30998e-07;1.05761e-06;-1.11108;0.157906;1.44332
2.52281;-1.70278e-06;5.16132e-07;1.08436e-06;1.06707e-06;-0.968597;0.0351141;1.45579
2.51727;-2.03777e-06;5.54987e-07;1.63064e-06;9.41301e-07;-1.04486;-0.344642;1.04591
2.51128;-1.92203e-06;5.18221e-07;1.56169e-06;9.06338e-07;-0.833184;-0.137309;1.29238
2.50495;-1.8693e-06;5.23117e-07;1.17443e-06;8.08751e-07;-1.33161;-0.713928;1.24344
2.49841;-1.73133e-06;4.73545e-07;9.76228e-07;6.06697e-07;-1.15581;-0.855902;1.64704
2.49182;-1.7494e-06;5.36158e-07;9.7563e-07;6.78132e-07;-1.44814;-1.13018;1.54383
2.4853;-1.24972e-06;4.25584e-07;4.59415e-07;8.57231e-07;-1.35488;-2.13963;2.15983
2.47899;-1.36137e-06;4.83749e-07;4.47285e-07;8.79303e-07;-1.4254;-1.93105;1.97939
2.47295;-1.22687e-06;4.45573e-07;7.39903e-07;6.26283e-07;-1.45969;-1.98173;2.2418
2.46728;-1.08381e-06;4.88247e-07;9.50943e-07;8.76365e-07;-1.6435;-2.53025;2.3173
2.46207;-7.46009e-07;4.32354e-07;8.47966e-07;8.77257e-07;-1.70979;-2.93498;2.22323
2.45728;-6.43517e-07;4.34853e-07;1.36187e-06;1.14809e-06;-1.6381;-3.07352;2.40201
2.45289;-7.56092e-07;5.58106e-07;1.75597e-06;9.62066e-07;-1.82195;-2.76576;2.40472
2.44884;-7.03235e-07;4.1945e-07;1.3669e-06;9.97763e-07;-1.51346;-2.88849;2.49916
2.44512;-6.63983e-07;4.61387e-07;1.34887e-06;9.17475e-07;-1.71734;-2.88752;2.28691
2.44168;-8.51118e-07;4.4355e-07;1.246e-06;8.00752e-07;-1.53334;-2.66019;2.42584
2.43847;-1.41388e-06;5.40201e-07;9.65251e-07;5.8646e-07;-1.38732;-1.94208;2.03898
2.43549;-1.32889e-06;5.63562e-07;1.23406e-06;5.82202e-07;-1.55188;-2.13951;2.11897
2.43273;-1.38352e-06;5.53555e-07;8.6274e-07;7.54229e-07;-1.45495;-2.12887;2.04297
2.43024;-1.59951e-06;5.80663e-07;7.32647e-07;7.4187e-07;-1.3475;-1.58159;1.73513
2.42794;-1.44032e-06;5.41532e-07;8.8778e-07;6.99551e-07;-1.39222;-1.99396;1.99711
2.42578;-1.52509e-06;5.48825e-07;6.29214e-07;7.98579e-07;-1.40339;-1.57313;1.69115
2.42378;-1.58901e-06;5.40725e-07;5.06045e-07;8.6129e-07;-1.20804;-0.831557;1.66842
2.42191;-1.73887e-06;5.88971e-07;5.93391e-07;8.68129e-07;-1.14456;-0.821443;1.72186
2.42014;-1.80105e-06;5.95899e-07;7.50488e-07;8.59854e-07;-1.09432;-0.53066;1.6359
2.41843;-1.45204e-06;4.99767e-07;2.71267e-07;9.22513e-07;-1.08456;-0.585769;1.85745
2.41686;-1.22778e-06;4.46307e-07;3.55434e-07;8.52761e-07;-1.29294;-2.19207;2.0278
2.41541;-1.1548e-06;4.57e-07;1.54599e-07;9.83875e-07;-1.22015;2.93898;1.98546
2.41401;-1.00591e-06;4.22363e-07;4.24062e-07;9.93405e-07;-1.28714;3.11968;2.04236
2.41255;-9.05485e-07;4.10263e-07;6.97728e-07;1.02365e-06;-1.29823;-3.10775;2.23232
2.41105;-1.24356e-06;5.10203e-07;3.86589e-07;9.29805e-07;-1.33485;-2.49465;1.97411
2.4095;-1.08204e-06;4.76505e-07;7.67147e-07;8.79983e-07;-1.34358;-2.63893;2.31706
2.4078;-1.03033e-06;4.99116e-07;6.84703e-07;9.69535e-07;-1.38025;-2.91555;2.20645
2.40593;-8.81556e-07;5.09622e-07;8.65439e-07;1.0908e-06;-1.59855;-3.129;2.02019
2.40388;-1.11353e-06;5.07805e-07;5.29142e-07;1.07587e-06;-1.24717;3.13435;2.12701
2.40168;-1.37802e-06;6.26499e-07;3.34323e-07;1.10854e-06;-1.30855;-2.92941;1.97507
2.39926;-1.0145e-06;5.51407e-07;5.61305e-07;1.19513e-06;-1.3762;2.50823;1.93784
2.39662;-1.26724e-06;5.33294e-07;5.21187e-07;1.13963e-06;-0.952297;1.06069;1.89932
2.39392;-1.20576e-06;5.57901e-07;3.82775e-07;1.25263e-06;-1.28838;1.86918;1.82132
2.39123;-1.29482e-06;5.54451e-07;6.48004e-08;9.81197e-07;-1.26826;-2.98203;1.8969
2.38848;-1.31113e-06;5.66012e-07;7.08842e-07;1.00319e-06;-1.28948;-2.60178;2.30731
2.38561;-1.38458e-06;6.37522e-07;7.2369e-07;9.92516e-07;-1.44989;-2.51821;2.0606
2.38257;-1.33484e-06;5.43103e-07;5.25634e-07;9.00866e-07;-1.29495;-2.36791;2.13664
2.37935;-1.28535e-06;5.58904e-07;1.05993e-06;9.74241e-07;-1.33267;-2.52115;2.48779
2.37592;-9.51329e-07;6.24886e-07;1.72551e-06;1.0715e-06;-1.73319;-2.75612;2.43669
2.37228;-6.8459e-07;4.58249e-07;1.32355e-06;1.07692e-06;-1.66562;-3.01157;2.39289
2.36846;-1.21342e-06;5.79927e-07;1.13105e-06;9.33835e-07;-1.48024;-2.56416;2.40684
2.36444;-1.27409e-06;7.32447e-07;1.63226e-06;8.24367e-07;-1.74579;-2.45544;2.36976
2.3601;-1.8107e-06;6.94726e-07;1.09922e-06;5.59912e-07;-1.38925;-1.66984;2.25967
2.35537;-2.12627e-06;7.43794e-07;1.275e-06;4.86507e-07;-1.26518;-1.36832;2.18622
2.3503;-1.82951e-06;6.8936e-07;6.66735e-07;7.28438e-07;-1.21478;-0.891187;1.83883
2.34497;-1.77743e-06;6.49141e-07;7.44979e-07;6.85799e-07;-1.15302;-0.556422;1.77618
2.33948;-2.02854e-06;7.28587e-07;1.06088e-06;5.4508e-07;-1.18306;-0.753384;1.6863
2.33391;-2.0186e-06;7.63466e-07;1.0823e-06;7.39015e-07;-1.26174;-0.441888;1.41624
2.32835;-2.41887e-06;8.51497e-07;1.58175e-06;6.7073e-07;-1.22381;-0.538767;1.19614
2.32292;-2.81019e-06;9.35702e-07;1.95016e-06;5.67045e-07;-1.13823;-0.660923;1.12893
2.3177;-2.45089e-06;8.34808e-07;1.48854e-06;6.71459e-07;-1.12311;-0.587156;1.36036
2.31275;-2.87652e-06;9.24285e-07;1.98157e-06;4.23666e-07;-1.11904;-0.830011;1.27648
2.30814;-1.89047e-06;7.80939e-07;1.04297e-06;5.5571e-07;-1.42754;-1.59057;1.92712
2.30386;-1.8531e-06;7.93439e-07;1.02791e-06;6.23469e-07;-1.43194;-1.76447;2.04992
2.29993;-2.10866e-06;8.6028e-07;1.30825e-06;5.00095e-07;-1.4406;-1.58404;1.97639
2.29634;-1.8081e-06;8.1689e-07;9.78417e-07;6.76757e-07;-1.4674;-1.86943;2.03132
2.29311;-1.1238e-06;7.19698e-07;1.21934e-06;9.09129e-07;-1.64395;-2.71065;2.219
2.29024;-1.4472e-06;7.02306e-07;1.5016e-06;7.04281e-07;-1.49531;-2.2864;2.60334
2.28767;-1.32499e-06;6.98817e-07;1.63214e-06;7.77929e-07;-1.56448;-2.40979;2.60948
2.2853;-1.19012e-06;8.09771e-07;1.99644e-06;8.33779e-07;-1.75925;-2.53937;2.5042
2.28302;-1.6088e-06;9.23508e-07;2.65675e-06;7.51156e-07;-1.7402;-2.30443;2.91856
2.2808;-1.54834e-06;8.13426e-07;2.21723e-06;7.86692e-07;-1.58751;-2.31905;2.86653
2.2786;-2.19713e-06;9.01895e-07;2.16795e-06;5.89966e-07;-1.40675;-1.95327;2.93546
2.2764;-2.07929e-06;9.43056e-07;2.25643e-06;4.86906e-07;-1.55725;-2.02434;2.69966
2.27421;-2.18953e-06;8.76607e-07;2.05478e-06;4.17975e-07;-1.44652;-1.85481;2.77281
2.27208;-3.22983e-06;1.06084e-06;2.88471e-06;3.22675e-07;-1.23719;-1.50771;-2.68136
2.26996;-3.71071e-06;1.20331e-06;3.38859e-06;3.60772e-07;-1.24783;-1.47678;-2.40057
2.26782;-3.55819e-06;1.23785e-06;3.31336e-06;1.36588e-07;-1.4075;-1.545;-2.56928
2.26563;-3.24348e-06;1.17309e-06;3.27678e-06;3.36965e-07;-1.42637;-1.68717;-2.69935
2.26338;-2.75951e-06;9.85563e-07;2.41861e-06;4.84297e-07;-1.27553;-1.69538;3.11777
2.26114;-2.11226e-06;8.49286e-07;1.36689e-06;6.71763e-07;-1.30375;-1.86617;2.38146
2.25892;-1.66199e-06;7.38895e-07;8.37282e-07;7.68433e-07;-1.35759;-2.09199;2.12202
2.25673;-1.40545e-06;6.54555e-07;4.59227e-07;8.72756e-07;-1.41045;-2.36587;1.96652
2.25464;-1.16598e-06;5.47143e-07;2.22284e-07;9.52136e-07;-1.15762;2.17143;1.99527
2.2527;-9.18495e-07;5.24205e-07;6.92719e-07;1.01699e-06;-1.3051;2.91553;2.16675
2.25092;7.31005e-08;3.84878e-07;1.68911e-06;1.30103e-06;-1.81167;2.47534;2.05457
2.24928;-8.83004e-08;3.61613e-07;1.43813e-06;1.31447e-06;-1.68754;2.1336;1.86881
2.24773;-1.42583e-07;2.962e-07;1.45106e-06;1.27136e-06;-1.19396;1.85403;1.90044
2.24617;-3.72046e-07;3.58847e-07;1.82018e-06;1.26157e-06;-0.447726;1.25474;1.73493
2.24463;-9.96282e-07;4.53849e-07;8.93304e-07;1.02125e-06;-1.02711;0.945052;1.64839
2.24307;-1.701e-06;6.23068e-07;1.19922e-06;9.3364e-07;-1.03958;0.133329;1.3269
2.24142;-1.52227e-06;6.35948e-07;6.13046e-07;9.09932e-07;-1.14637;0.237696;1.59605
2.2396;-1.68778e-06;6.85269e-07;5.72392e-07;6.96207e-07;-1.08264;-0.386921;1.74653
2.23752;-2.11158e-06;7.61804e-07;1.1329e-06;6.2132e-07;-1.09502;-0.5358;1.4223
2.23513;-2.08421e-06;7.6003e-07;1.38505e-06;8.744e-07;-1.02665;-0.10622;1.24894
2.23241;-2.41417e-06;8.66511e-07;1.36661e-06;6.40513e-07;-1.01685;-0.494076;1.42846
2.22929;-1.63641e-06;6.88607e-07;7.37153e-07;8.17393e-07;-1.08857;0.0802219;1.5594
2.22578;-1.21479e-06;6.40114e-07;4.73693e-07;9.48406e-07;-1.27617;0.924132;1.63427
2.22202;-1.15852e-06;6.8923e-07;2.76498e-07;9.57371e-07;-1.40916;2.11389;1.7674
2.21802;-1.17447e-06;6.33676e-07;7.25012e-07;1.00861e-06;-1.12865;1.02586;1.69052
2.21375;-1.00775e-06;6.45836e-07;6.10327e-07;1.0191e-06;-1.2867;1.62016;1.83089
2.20926;-1.04892e-06;6.47411e-07;5.78477e-07;1.01334e-06;-1.36316;1.35007;1.6683
2.20461;-1.3376e-06;6.82783e-07;6.38333e-07;9.9168e-07;-1.18628;0.795896;1.61891
2.19988;-1.10576e-06;6.72619e-07;4.8311e-07;1.00277e-06;-1.30707;1.57215;1.75455
2.19507;-1.03963e-06;6.96802e-07;4.61233e-07;9.35601e-07;-1.4291;2.56133;1.88983
2.19016;-1.06451e-06;6.9582e-07;4.09376e-07;9.31815e-07;-1.40614;2.24077;1.88343
2.18526;-1.4484e-06;7.62251e-07;2.84307e-07;7.74743e-07;-1.32206;-2.38672;2.01483
